"","X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","Season","Season_n","log_area","rain_binary","human","camp","size"
"228","8","6","8","6",92.2,81.8,480.8,11.9,20.1,34,4.5,0,58.3,"summer",2,4.08260930600368,0,1,0,"large"
"229","4","6","9","7",93.5,149.3,728.6,8.1,28.3,26,3.1,0,64.1,"fall",3,4.17592454921452,0,1,0,"large"
"230","8","6","8","6",92.2,81.8,480.8,11.9,16.4,43,4,0,71.3,"summer",2,4.28082412916472,0,1,0,"large"
"231","4","4","9","3",92.9,133.3,699.6,9.2,26.4,21,4.5,0,88.49,"fall",3,4.49412688719477,0,1,0,"large"
"232","1","5","9","7",93.5,149.3,728.6,8.1,27.8,27,3.1,0,95.18,"fall",3,4.56622143584952,0,1,0,"large"
"233","6","4","9","2",91,129.5,692.6,7,18.7,43,2.7,0,103.39,"fall",3,4.64813388542021,0,1,0,"large"
"234","9","4","9","2",84.4,73.4,671.9,3.2,24.3,36,3.1,0,105.66,"fall",3,4.66964620517246,0,1,0,"large"
"235","4","5","9","6",92.5,121.1,674.4,8.6,17.7,25,3.1,0,154.88,"fall",3,5.04908648047051,0,1,0,"large"
"236","8","6","8","7",91.4,142.4,601.4,10.6,19.6,41,5.8,0,196.48,"summer",2,5.28563731339066,0,1,0,"large"
"237","2","2","9","6",92.5,121.1,674.4,8.6,18.2,46,1.8,0,200.94,"fall",3,5.30797062357617,0,1,0,"large"
"238","1","2","9","2",91,129.5,692.6,7,18.8,40,2.2,0,212.88,"fall",3,5.36541511008053,0,1,0,"large"
"239","6","5","9","6",92.5,121.1,674.4,8.6,25.1,27,4,0,1090.84,"fall",3,6.99561962542321,0,1,0,"large"
"240","7","5","4","7",81.9,3,7.9,3.5,13.4,75,1.8,0,0,"spring",1,0,0,0,0,"small"
"241","6","3","4","3",88,17.2,43.5,3.8,15.2,51,2.7,0,0,"spring",1,0,0,0,0,"small"
"242","4","4","4","5",83,23.3,85.3,2.3,16.7,20,3.1,0,0,"spring",1,0,0,0,0,"small"
"243","2","4","8","7",94.2,122.3,589.9,12.9,15.4,66,4,0,10.13,"summer",2,2.40964416528745,0,1,0,"large"
"244","7","4","8","7",91.8,175.1,700.7,13.8,21.9,73,7.6,1,0,"summer",2,0,1,1,0,"small"
"245","2","4","8","7",91.8,175.1,700.7,13.8,22.4,54,7.6,0,2.87,"summer",2,1.35325450704169,0,1,0,"large"
"246","3","4","8","7",91.8,175.1,700.7,13.8,26.8,38,6.3,0,0.76,"summer",2,0.56531380905006,0,1,0,"large"
"247","5","4","8","7",91.8,175.1,700.7,13.8,25.7,39,5.4,0,0.09,"summer",2,0.0861776962410524,0,1,0,"large"
"248","2","4","8","3",92.2,91.6,503.6,9.6,20.7,70,2.2,0,0.75,"summer",2,0.559615787935423,0,1,0,"large"
"249","8","6","8","3",93.1,157.3,666.7,13.5,28.7,28,2.7,0,0,"summer",2,0,0,1,0,"small"
"250","3","4","8","3",93.1,157.3,666.7,13.5,21.7,40,0.4,0,2.47,"summer",2,1.24415459395877,0,1,0,"large"
"251","8","5","8","3",93.1,157.3,666.7,13.5,26.8,25,3.1,0,0.68,"summer",2,0.518793793415168,0,1,0,"large"
"252","8","5","8","3",93.1,157.3,666.7,13.5,24,36,3.1,0,0.24,"summer",2,0.215111379616945,0,1,0,"large"
"253","6","5","8","3",93.1,157.3,666.7,13.5,22.1,37,3.6,0,0.21,"summer",2,0.19062035960865,0,1,0,"large"
"254","7","4","8","4",91.9,109.2,565.5,8,21.4,38,2.7,0,1.52,"summer",2,0.924258901523332,0,1,0,"large"
"255","6","3","8","4",91.6,138.1,621.7,6.3,18.9,41,3.1,0,10.34,"summer",2,2.42833629829961,0,1,0,"large"
"256","2","5","8","4",87.5,77,694.8,5,22.3,46,4,0,0,"summer",2,0,0,1,0,"small"
"257","8","6","8","6",94.2,117.2,581.1,11,23.9,41,2.2,0,8.02,"summer",2,2.19944433407453,0,1,0,"large"
"258","4","3","8","6",94.2,117.2,581.1,11,21.4,44,2.7,0,0.68,"summer",2,0.518793793415168,0,1,0,"large"
"259","3","4","8","6",91.8,170.9,692.3,13.7,20.6,59,0.9,0,0,"summer",2,0,0,1,0,"small"
"260","7","4","8","6",91.8,170.9,692.3,13.7,23.7,40,1.8,0,1.38,"summer",2,0.867100487683383,0,1,0,"large"
"261","2","4","8","1",93.6,97.9,542,14.4,28.3,32,4,0,8.85,"summer",2,2.287471455184,0,1,0,"large"
"262","3","4","8","5",91.6,112.4,573,8.9,11.2,84,7.6,0,3.3,"summer",2,1.45861502269952,0,1,0,"large"
"263","2","4","8","5",91.6,112.4,573,8.9,21.4,42,3.1,0,4.25,"summer",2,1.65822807660353,0,1,0,"large"
"264","6","3","8","5",91.1,141.1,629.1,7.1,19.3,39,3.6,0,1.56,"summer",2,0.940007258491471,0,1,0,"large"
"265","4","4","8","5",94.3,167.6,684.4,13,21.8,53,3.1,0,6.54,"summer",2,2.02022218201986,0,1,0,"large"
"266","4","4","8","2",93.7,102.2,550.3,14.6,22.1,54,7.6,0,0.79,"summer",2,0.582215619852664,0,1,0,"large"
"267","6","5","8","2",94.3,131.7,607.1,22.7,19.4,55,4,0,0.17,"summer",2,0.157003748809665,0,1,0,"large"
"268","2","2","8","2",92.1,152.6,658.2,14.3,23.7,24,3.1,0,0,"summer",2,0,0,1,0,"small"
"269","3","4","8","2",92.1,152.6,658.2,14.3,21,32,3.1,0,0,"summer",2,0,0,1,0,"small"
"270","4","4","8","2",92.1,152.6,658.2,14.3,19.1,53,2.7,0,4.4,"summer",2,1.68639895357023,0,1,0,"large"
"271","2","2","8","2",92.1,152.6,658.2,14.3,21.8,56,3.1,0,0.52,"summer",2,0.418710334858185,0,1,0,"large"
"272","8","6","8","2",92.1,152.6,658.2,14.3,20.1,58,4.5,0,9.27,"summer",2,2.32922702394047,0,1,0,"large"
"273","2","5","8","2",92.1,152.6,658.2,14.3,20.2,47,4,0,3.09,"summer",2,1.40854497005471,0,1,0,"large"
"274","4","6","12","7",84.4,27.2,353.5,6.8,4.8,57,8.5,0,8.98,"winter",4,2.30058309032337,0,0,0,"large"
"275","8","6","12","3",84,27.8,354.6,5.3,5.1,61,8,0,11.19,"winter",4,2.50061594349318,0,0,0,"large"
"276","4","6","12","4",84.6,26.4,352,2,5.1,61,4.9,0,5.38,"winter",4,1.8531680973567,0,0,0,"large"
"277","4","4","12","1",85.4,25.4,349.7,2.6,4.6,21,8.5,0,17.85,"winter",4,2.93651291389402,0,0,0,"large"
"278","3","4","12","1",85.4,25.4,349.7,2.6,4.6,21,8.5,0,10.73,"winter",4,2.46214966266538,0,0,0,"large"
"279","4","4","12","1",85.4,25.4,349.7,2.6,4.6,21,8.5,0,22.03,"winter",4,3.13679771383259,0,0,0,"large"
"280","4","4","12","1",85.4,25.4,349.7,2.6,4.6,21,8.5,0,9.77,"winter",4,2.3767644911683,0,0,0,"large"
"281","4","6","12","5",84.7,26.7,352.6,4.1,2.2,59,4.9,0,9.27,"winter",4,2.32922702394047,0,0,0,"large"
"282","6","5","12","2",85.4,25.4,349.7,2.6,5.1,24,8.5,0,24.77,"winter",4,3.24921102466427,0,0,0,"large"
"283","6","3","2","7",84.9,27.5,353.5,3.4,4.2,51,4,0,0,"winter",4,0,0,0,0,"small"
"284","3","4","2","3",86.9,6.6,18.7,3.2,8.8,35,3.1,0,1.1,"winter",4,0.741937344729377,0,0,0,"large"
"285","5","4","2","5",85.2,4.9,15.8,6.3,7.5,46,8,0,24.24,"winter",4,3.22843003767301,0,0,0,"large"
"286","2","5","7","7",93.9,169.7,411.8,12.3,23.4,40,6.3,0,0,"summer",2,0,0,1,0,"small"
"287","7","6","7","3",91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0,"summer",2,0,1,1,0,"small"
"288","7","4","7","6",91.6,104.2,474.9,9,22.1,49,2.7,0,0,"summer",2,0,0,1,0,"small"
"289","7","4","7","6",91.6,104.2,474.9,9,24.2,32,1.8,0,0,"summer",2,0,0,1,0,"small"
"290","7","4","7","6",91.6,104.2,474.9,9,24.3,30,1.8,0,0,"summer",2,0,0,1,0,"small"
"291","2","5","7","6",91.6,104.2,474.9,9,18.7,53,1.8,0,0,"summer",2,0,0,1,0,"small"
"292","9","4","7","6",91.6,104.2,474.9,9,25.3,39,0.9,0,8,"summer",2,2.19722457733622,0,1,0,"large"
"293","4","5","7","5",91.6,100.2,466.3,6.3,22.9,40,1.3,0,2.64,"summer",2,1.29198368164865,0,1,0,"large"
"294","7","6","7","2",93.1,180.4,430.8,11,26.9,28,5.4,0,86.45,"summer",2,4.47106720146461,0,1,0,"large"
"295","8","6","7","2",92.3,88.8,440.9,8.5,17.1,67,3.6,0,6.57,"summer",2,2.02419306744936,0,1,0,"large"
"296","7","5","6","7",93.1,180.4,430.8,11,22.2,48,1.3,0,0,"summer",2,0,0,0,0,"small"
"297","6","4","6","7",90.4,89.5,290.8,6.4,14.3,46,1.8,0,0.9,"summer",2,0.641853886172395,0,0,0,"large"
"298","8","6","6","7",90.4,89.5,290.8,6.4,15.4,45,2.2,0,0,"summer",2,0,0,0,0,"small"
"299","8","6","6","3",91.2,147.8,377.2,12.7,19.6,43,4.9,0,0,"summer",2,0,0,0,0,"small"
"300","6","5","6","6",53.4,71,233.8,0.4,10.6,90,2.7,0,0,"summer",2,0,0,0,0,"small"
"301","6","5","6","1",90.4,93.3,298.1,7.5,20.7,25,4.9,0,0,"summer",2,0,0,0,0,"small"
"302","6","5","6","1",90.4,93.3,298.1,7.5,19.1,39,5.4,0,3.52,"summer",2,1.50851199384414,0,0,0,"large"
"303","3","6","6","5",91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,"summer",2,0,0,0,0,"small"
"304","3","6","6","5",91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,"summer",2,0,0,0,0,"small"
"305","6","5","5","6",85.1,28,113.8,3.5,11.3,94,4.9,0,0,"spring",1,0,0,0,0,"small"
"306","1","4","9","7",89.6,84.1,714.3,5.7,19,52,2.2,0,0,"fall",3,0,0,1,0,"small"
"307","7","4","9","7",89.6,84.1,714.3,5.7,17.1,53,5.4,0,0.41,"fall",3,0.343589704390077,0,1,0,"large"
"308","3","4","9","7",89.6,84.1,714.3,5.7,23.8,35,3.6,0,5.18,"fall",3,1.8213182714696,0,1,0,"large"
"309","2","4","9","7",92.4,105.8,758.1,9.9,16,45,1.8,0,0,"fall",3,0,0,1,0,"small"
"310","2","4","9","7",92.4,105.8,758.1,9.9,24.9,27,2.2,0,0,"fall",3,0,0,1,0,"small"
"311","7","4","9","7",92.4,105.8,758.1,9.9,25.3,27,2.7,0,0,"fall",3,0,0,1,0,"small"
"312","6","3","9","7",92.4,105.8,758.1,9.9,24.8,28,1.8,0,14.29,"fall",3,2.72719901994097,0,1,0,"large"
"313","2","4","9","7",50.4,46.2,706.6,0.4,12.2,78,6.3,0,0,"fall",3,0,0,1,0,"small"
"314","6","5","9","3",92.6,115.4,777.1,8.8,24.3,27,4.9,0,0,"fall",3,0,0,1,0,"small"
"315","4","4","9","3",92.6,115.4,777.1,8.8,19.7,41,1.8,0,1.58,"fall",3,0.947789398933526,0,1,0,"large"
"316","3","4","9","3",91.2,134.7,817.5,7.2,18.5,30,2.7,0,0,"fall",3,0,0,1,0,"small"
"317","4","5","9","4",92.4,96.2,739.4,8.6,18.6,24,5.8,0,0,"fall",3,0,0,1,0,"small"
"318","4","4","9","4",92.4,96.2,739.4,8.6,19.2,24,4.9,0,3.78,"fall",3,1.56444054650336,0,1,0,"large"
"319","6","5","9","4",92.8,119,783.5,7.5,21.6,27,2.2,0,0,"fall",3,0,0,1,0,"small"
"320","5","4","9","4",92.8,119,783.5,7.5,21.6,28,6.3,0,4.41,"fall",3,1.68824909285839,0,1,0,"large"
"321","6","3","9","4",92.8,119,783.5,7.5,18.9,34,7.2,0,34.36,"fall",3,3.56558123776944,0,1,0,"large"
"322","1","4","9","4",92.8,119,783.5,7.5,16.8,28,4,0,7.21,"fall",3,2.10535292346434,0,1,0,"large"
"323","6","5","9","4",92.8,119,783.5,7.5,16.8,28,4,0,1.01,"fall",3,0.698134722070984,0,1,0,"large"
"324","3","5","9","4",90.7,136.9,822.8,6.8,12.9,39,2.7,0,2.18,"fall",3,1.15688119679209,0,1,0,"large"
"325","6","5","9","4",88.1,53.3,726.9,5.4,13.7,56,1.8,0,4.42,"fall",3,1.69009581545155,0,1,0,"large"
"326","1","4","9","6",92.2,102.3,751.5,8.4,24.2,27,3.1,0,0,"fall",3,0,0,1,0,"small"
"327","5","4","9","6",92.2,102.3,751.5,8.4,24.1,27,3.1,0,0,"fall",3,0,0,1,0,"small"
"328","6","5","9","6",92.2,102.3,751.5,8.4,21.2,32,2.2,0,0,"fall",3,0,0,1,0,"small"
"329","6","5","9","6",92.2,102.3,751.5,8.4,19.7,35,1.8,0,0,"fall",3,0,0,1,0,"small"
"330","4","3","9","6",92.2,102.3,751.5,8.4,23.5,27,4,0,3.33,"fall",3,1.4655675420144,0,1,0,"large"
"331","3","3","9","6",92.2,102.3,751.5,8.4,24.2,27,3.1,0,6.58,"fall",3,2.02551319965428,0,1,0,"large"
"332","7","4","9","6",91.2,124.4,795.3,8.5,21.5,28,4.5,0,15.64,"fall",3,2.81180943539306,0,1,0,"large"
"333","4","4","9","6",91.2,124.4,795.3,8.5,17.1,41,2.2,0,11.22,"fall",3,2.50307395374345,0,1,0,"large"
"334","1","4","9","1",92.1,87.7,721.1,9.5,18.1,54,3.1,0,2.13,"fall",3,1.14103300455206,0,1,0,"large"
"335","2","3","9","1",91.6,108.4,764,6.2,18,51,5.4,0,0,"fall",3,0,0,1,0,"small"
"336","4","3","9","1",91.6,108.4,764,6.2,9.8,86,1.8,0,0,"fall",3,0,0,1,0,"small"
"337","7","4","9","1",91.6,108.4,764,6.2,19.3,44,2.2,0,0,"fall",3,0,0,1,0,"small"
"338","6","3","9","1",91.6,108.4,764,6.2,23,34,2.2,0,56.04,"fall",3,4.04375277610604,0,1,0,"large"
"339","8","6","9","1",91.6,108.4,764,6.2,22.7,35,2.2,0,7.48,"fall",3,2.13771044980381,0,1,0,"large"
"340","2","4","9","1",91.6,108.4,764,6.2,20.4,41,1.8,0,1.47,"fall",3,0.904218150639886,0,1,0,"large"
"341","2","5","9","1",91.6,108.4,764,6.2,19.3,44,2.2,0,3.93,"fall",3,1.5953389880546,0,1,0,"large"
"342","8","6","9","1",91.9,111.7,770.3,6.5,15.7,51,2.2,0,0,"fall",3,0,0,1,0,"small"
"343","6","3","9","1",91.5,130.1,807.1,7.5,20.6,37,1.8,0,0,"fall",3,0,0,1,0,"small"
"344","8","6","9","1",91.5,130.1,807.1,7.5,15.9,51,4.5,0,2.18,"fall",3,1.15688119679209,0,1,0,"large"
"345","6","3","9","1",91.5,130.1,807.1,7.5,12.2,66,4.9,0,6.1,"fall",3,1.96009478404727,0,1,0,"large"
"346","2","2","9","1",91.5,130.1,807.1,7.5,16.8,43,3.1,0,5.83,"fall",3,1.9213246735827,0,1,0,"large"
"347","1","4","9","1",91.5,130.1,807.1,7.5,21.3,35,2.2,0,28.19,"fall",3,3.37382618486602,0,1,0,"large"
"348","5","4","9","5",92.1,99,745.3,9.6,10.1,75,3.6,0,0,"fall",3,0,0,1,0,"small"
"349","3","4","9","5",92.1,99,745.3,9.6,17.4,57,4.5,0,0,"fall",3,0,0,1,0,"small"
"350","5","4","9","5",92.1,99,745.3,9.6,12.8,64,3.6,0,1.64,"fall",3,0.970778917158225,0,1,0,"large"
"351","5","4","9","5",92.1,99,745.3,9.6,10.1,75,3.6,0,3.71,"fall",3,1.54968790802833,0,1,0,"large"
"352","4","4","9","5",92.1,99,745.3,9.6,15.4,53,6.3,0,7.31,"fall",3,2.11745960886736,0,1,0,"large"
"353","7","4","9","5",92.1,99,745.3,9.6,20.6,43,3.6,0,2.03,"fall",3,1.10856261952128,0,1,0,"large"
"354","7","4","9","5",92.1,99,745.3,9.6,19.8,47,2.7,0,1.72,"fall",3,1.00063188030791,0,1,0,"large"
"355","7","4","9","5",92.1,99,745.3,9.6,18.7,50,2.2,0,5.97,"fall",3,1.94161522477243,0,1,0,"large"
"356","4","4","9","5",92.1,99,745.3,9.6,20.8,35,4.9,0,13.06,"fall",3,2.64333388638252,0,1,0,"large"
"357","4","4","9","5",92.1,99,745.3,9.6,20.8,35,4.9,0,1.26,"fall",3,0.815364813284194,0,1,0,"large"
"358","6","3","9","5",92.5,122,789.7,10.2,15.9,55,3.6,0,0,"fall",3,0,0,1,0,"small"
"359","6","3","9","5",92.5,122,789.7,10.2,19.7,39,2.7,0,0,"fall",3,0,0,1,0,"small"
"360","1","4","9","5",92.5,122,789.7,10.2,21.1,39,2.2,0,8.12,"fall",3,2.21046980408624,0,1,0,"large"
"361","6","5","9","5",92.5,122,789.7,10.2,18.4,42,2.2,0,1.09,"fall",3,0.73716406597672,0,1,0,"large"
"362","4","3","9","5",92.5,122,789.7,10.2,17.3,45,4,0,3.94,"fall",3,1.59736533119983,0,1,0,"large"
"363","7","4","9","5",88.2,55.2,732.3,11.6,15.2,64,3.1,0,0.52,"fall",3,0.418710334858185,0,1,0,"large"
"364","4","3","9","2",91.9,111.7,770.3,6.5,15.9,53,2.2,0,2.93,"fall",3,1.36863942588117,0,1,0,"large"
"365","6","5","9","2",91.9,111.7,770.3,6.5,21.1,35,2.7,0,5.65,"fall",3,1.89461685466776,0,1,0,"large"
"366","6","5","9","2",91.9,111.7,770.3,6.5,19.6,45,3.1,0,20.03,"fall",3,3.04594998971461,0,1,0,"large"
"367","4","5","9","2",91.1,132.3,812.1,12.5,15.9,38,5.4,0,1.75,"fall",3,1.01160091167848,0,1,0,"large"
"368","4","5","9","2",91.1,132.3,812.1,12.5,16.4,27,3.6,0,0,"fall",3,0,0,1,0,"small"
"369","6","5","9","6",91.2,94.3,744.4,8.4,16.8,47,4.9,0,12.64,"fall",3,2.61300665241532,0,1,0,"large"
"370","4","5","9","7",91,276.3,825.1,7.1,13.8,77,7.6,0,0,"fall",3,0,0,1,0,"small"
"371","7","4","9","7",91,276.3,825.1,7.1,13.8,77,7.6,0,11.06,"fall",3,2.48989419129904,0,1,0,"large"
"372","3","4","7","3",91.9,133.6,520.5,8,14.2,58,4,0,0,"summer",2,0,0,1,0,"small"
"373","4","5","8","7",92,203.2,664.5,8.1,10.4,75,0.9,0,0,"summer",2,0,0,1,0,"small"
"374","5","4","8","4",94.8,222.4,698.6,13.9,20.3,42,2.7,0,0,"summer",2,0,0,1,0,"small"
"375","6","5","9","5",90.3,290,855.3,7.4,10.3,78,4,0,18.3,"fall",3,2.96010509591084,0,1,0,"large"
"376","6","5","9","6",91.2,94.3,744.4,8.4,15.4,57,4.9,0,39.35,"fall",3,3.69759139471596,0,1,0,"large"
"377","8","6","8","1",92.1,207,672.6,8.2,21.1,54,2.2,0,0,"summer",2,0,0,1,0,"small"
"378","2","2","8","6",93.7,231.1,715.1,8.4,21.9,42,2.2,0,174.63,"summer",2,5.16837950943364,0,1,0,"large"
"379","6","5","3","4",90.9,18.9,30.6,8,8.7,51,5.8,0,0,"spring",1,0,0,0,0,"small"
"380","4","5","1","7",18.7,1.1,171.4,0,5.2,100,0.9,0,0,"winter",4,0,0,0,0,"small"
"381","5","4","7","3",93.7,101.3,458.8,11.9,19.3,39,7.2,0,7.73,"summer",2,2.16676536985151,0,1,0,"large"
"382","8","6","8","4",90.7,194.1,643,6.8,16.2,63,2.7,0,16.33,"summer",2,2.85243910372751,0,1,0,"large"
"383","8","6","8","3",95.2,217.7,690,18,28.2,29,1.8,0,5.86,"summer",2,1.92570744173779,0,1,0,"large"
"384","9","6","8","4",91.6,248.4,753.8,6.3,20.5,58,2.7,0,42.87,"summer",2,3.78123071517812,0,1,0,"large"
"385","8","4","8","6",91.6,273.8,819.1,7.7,21.3,44,4.5,0,12.18,"summer",2,2.57870052907436,0,1,0,"large"
"386","2","4","8","7",91.6,181.3,613,7.6,20.9,50,2.2,0,16,"summer",2,2.83321334405622,0,1,0,"large"
"387","3","4","9","7",90.5,96.7,750.5,11.4,20.6,55,5.4,0,24.59,"fall",3,3.2422016501717,0,1,0,"large"
"388","5","5","3","4",90.9,18.9,30.6,8,11.6,48,5.4,0,0,"spring",1,0,0,0,0,"small"
"389","6","4","8","5",94.8,227,706.7,12,23.3,34,3.1,0,28.74,"summer",2,3.39249294103201,0,1,0,"large"
"390","7","4","8","5",94.8,227,706.7,12,23.3,34,3.1,0,0,"summer",2,0,0,1,0,"small"
"391","7","4","2","1",84.7,9.5,58.3,4.1,7.5,71,6.3,0,9.96,"winter",4,2.39425228151987,0,0,0,"large"
"392","8","6","9","5",91.1,91.3,738.1,7.2,20.7,46,2.7,0,30.18,"fall",3,3.43977686362963,0,1,0,"large"
"393","1","3","9","7",91,276.3,825.1,7.1,21.9,43,4,0,70.76,"fall",3,4.27332721775054,0,1,0,"large"
"394","2","4","3","2",93.4,15,25.6,11.4,15.2,19,7.6,0,0,"spring",1,0,0,0,0,"small"
"395","6","5","2","1",84.1,4.6,46.7,2.2,5.3,68,1.8,0,0,"winter",4,0,0,0,0,"small"
"396","4","5","2","7",85,9,56.9,3.5,10.1,62,1.8,0,51.78,"winter",4,3.96613233107518,0,0,0,"large"
"397","4","3","9","7",90.5,96.7,750.5,11.4,20.4,55,4.9,0,3.64,"fall",3,1.53471436623816,0,1,0,"large"
"398","5","6","8","7",91.6,181.3,613,7.6,24.3,33,3.6,0,3.63,"summer",2,1.53255686809814,0,1,1,"large"
"399","1","2","8","6",93.7,231.1,715.1,8.4,25.9,32,3.1,0,0,"summer",2,0,0,1,0,"small"
"400","9","5","6","3",93.3,49.5,297.7,14,28,34,4.5,0,0,"summer",2,0,0,0,0,"small"
"401","9","5","6","3",93.3,49.5,297.7,14,28,34,4.5,0,8.16,"summer",2,2.21484617868604,0,0,0,"large"
"402","3","4","9","4",91.1,88.2,731.7,8.3,22.8,46,4,0,4.95,"fall",3,1.78339121955754,0,1,0,"large"
"403","9","9","8","5",94.8,227,706.7,12,25,36,4,0,0,"summer",2,0,0,1,0,"small"
"404","8","6","8","4",90.7,194.1,643,6.8,21.3,41,3.6,0,0,"summer",2,0,0,1,0,"small"
"405","2","4","9","3",87.9,84.8,725.1,3.7,21.8,34,2.2,0,6.04,"fall",3,1.95160817016995,0,1,0,"large"
"406","2","2","8","2",94.6,212.1,680.9,9.5,27.9,27,2.2,0,0,"summer",2,0,0,1,0,"small"
"407","6","5","9","6",87.1,291.3,860.6,4,17,67,4.9,0,3.95,"fall",3,1.5993875765806,0,1,0,"large"
"408","4","5","2","6",84.7,8.2,55,2.9,14.2,46,4,0,0,"winter",4,0,0,0,0,"small"
"409","4","3","9","5",90.3,290,855.3,7.4,19.9,44,3.1,0,7.8,"fall",3,2.17475172148416,0,1,0,"large"
"410","1","4","7","2",92.3,96.2,450.2,12.1,23.4,31,5.4,0,0,"summer",2,0,0,1,0,"small"
"411","6","3","2","5",84.1,7.3,52.8,2.7,14.7,42,2.7,0,0,"winter",4,0,0,0,0,"small"
"412","7","4","2","5",84.6,3.2,43.6,3.3,8.2,53,9.4,0,4.62,"winter",4,1.7263316639056,0,0,0,"large"
"413","9","4","7","1",92.3,92.1,442.1,9.8,22.8,27,4.5,0,1.63,"summer",2,0.966983846189673,0,1,0,"large"
"414","7","5","8","6",93.7,231.1,715.1,8.4,26.4,33,3.6,0,0,"summer",2,0,0,1,0,"small"
"415","5","4","8","7",93.6,235.1,723.1,10.1,24.1,50,4,0,0,"summer",2,0,0,1,0,"small"
"416","8","6","8","4",94.8,222.4,698.6,13.9,27.5,27,4.9,0,746.28,"summer",2,6.61643994756459,0,1,0,"large"
"417","6","3","7","2",92.7,164.1,575.8,8.9,26.3,39,3.1,0,7.02,"summer",2,2.08193842187842,0,1,0,"large"
"418","6","5","3","3",93.4,17.3,28.3,9.9,13.8,24,5.8,0,0,"spring",1,0,0,0,0,"small"
"419","2","4","8","7",92,203.2,664.5,8.1,24.9,42,5.4,0,2.44,"summer",2,1.23547147138531,0,1,0,"large"
"420","2","5","8","7",91.6,181.3,613,7.6,24.8,36,4,0,3.05,"summer",2,1.39871688111845,0,1,0,"large"
"421","8","8","8","3",91.7,191.4,635.9,7.8,26.2,36,4.5,0,185.76,"summer",2,5.22982437010274,0,1,0,"large"
"422","2","4","8","3",95.2,217.7,690,18,30.8,19,4.5,0,0,"summer",2,0,0,1,0,"small"
"423","8","6","7","7",88.9,263.1,795.9,5.2,29.3,27,3.6,0,6.3,"summer",2,1.98787434815435,0,1,0,"large"
"424","1","3","9","6",91.2,94.3,744.4,8.4,22.3,48,4,0,0.72,"fall",3,0.542324290825362,0,1,0,"large"
"425","8","6","8","6",93.7,231.1,715.1,8.4,26.9,31,3.6,0,4.96,"summer",2,1.78507048107726,0,1,0,"large"
"426","2","2","8","4",91.6,248.4,753.8,6.3,20.4,56,2.2,0,0,"summer",2,0,0,1,0,"small"
"427","8","6","8","4",91.6,248.4,753.8,6.3,20.4,56,2.2,0,0,"summer",2,0,0,1,0,"small"
"428","2","4","8","1",92.1,207,672.6,8.2,27.9,33,2.2,0,2.35,"summer",2,1.20896034583698,0,1,0,"large"
"429","1","3","8","4",94.8,222.4,698.6,13.9,26.2,34,5.8,0,0,"summer",2,0,0,1,0,"small"
"430","3","4","8","7",91.6,181.3,613,7.6,24.6,44,4,0,3.2,"summer",2,1.43508452528932,0,1,0,"large"
"431","7","4","9","4",89.7,287.2,849.3,6.8,19.4,45,3.6,0,0,"fall",3,0,0,1,0,"small"
"432","1","3","8","6",92.1,178,605.3,9.6,23.3,40,4,0,6.36,"summer",2,1.99605993274078,0,1,0,"large"
"433","8","6","8","4",94.8,222.4,698.6,13.9,23.9,38,6.7,0,0,"summer",2,0,0,1,0,"small"
"434","2","4","8","7",93.6,235.1,723.1,10.1,20.9,66,4.9,0,15.34,"summer",2,2.79361608943186,0,1,0,"large"
"435","1","4","8","5",90.6,269.8,811.2,5.5,22.2,45,3.6,0,0,"summer",2,0,0,1,0,"small"
"436","2","5","7","6",90.8,84.7,376.6,5.6,23.8,51,1.8,0,0,"summer",2,0,0,1,0,"small"
"437","8","6","8","1",92.1,207,672.6,8.2,26.8,35,1.3,0,0.54,"summer",2,0.431782416425538,0,1,0,"large"
"438","8","6","8","6",89.4,253.6,768.4,9.7,14.2,73,2.7,0,0,"summer",2,0,0,1,0,"small"
"439","2","5","8","6",93.7,231.1,715.1,8.4,23.6,53,4,0,6.43,"summer",2,2.00552585872967,0,1,0,"large"
"440","1","3","9","5",91.1,91.3,738.1,7.2,19.1,46,2.2,0,0.33,"fall",3,0.285178942233662,0,1,0,"large"
"441","5","4","9","5",90.3,290,855.3,7.4,16.2,58,3.6,0,0,"fall",3,0,0,1,0,"small"
"442","8","6","8","1",92.1,207,672.6,8.2,25.5,29,1.8,0,1.23,"summer",2,0.802001585472027,0,1,0,"large"
"443","6","5","4","1",87.9,24.9,41.6,3.7,10.9,64,3.1,0,3.35,"spring",1,1.47017584510059,0,0,0,"large"
"444","1","2","7","5",90.7,80.9,368.3,16.8,14.8,78,8,0,0,"summer",2,0,0,1,0,"small"
"445","2","5","9","5",90.3,290,855.3,7.4,16.2,58,3.6,0,9.96,"fall",3,2.39425228151987,0,1,0,"large"
"446","5","5","8","7",94,47.9,100.7,10.7,17.3,80,4.5,0,0,"summer",2,0,0,1,0,"small"
"447","6","5","8","7",92,203.2,664.5,8.1,19.1,70,2.2,0,0,"summer",2,0,0,1,0,"small"
"448","3","4","3","3",93.4,17.3,28.3,9.9,8.9,35,8,0,0,"spring",1,0,0,0,0,"small"
"449","7","4","9","3",89.7,284.9,844,10.1,10.5,77,4,0,0,"fall",3,0,0,1,0,"small"
